id,gamename,secretkey,description,queryport,backendflags,disabledservices,keylist,keytypelist
2310,fmasterwtwii,07pDGe,Fishing Master: World Tour (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2311,starpballwii,oDN3tk,Starship Pinball (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2312,nfsmwucoverds,qxwQMf,Need for Speed Most Wanted: Undercover (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2313,neopetspapc,MOEXUs,Neopets Puzzle Adventure (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\hostport\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0
2314,neopetspapcam,,Neopets Puzzle Adventure  Automatch (PC),6500,0,0,,
2315,neopetspapcd,,Neopets Puzzle Adventure  Demo (PC),6500,0,0,,
2316,luminarc2USds,9kIcv6,Luminous Arc 2 Will (US) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2317,chocotokids,yfVdWO,Shido to Chocobo no Fushigina Dungeon Tokiwasure no Meikyu DS+(DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2318,monkmayhemwii,wMe9tQ,Maniac Monkey Mayhem (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2319,takoronKRwii,N5yalP,Takoron (KOR) (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2321,kaosmpr,6cQWlD,Kaos MPR,6500,0,0,,
2322,kaosmpram,6cQWlD,Kaos MPR Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2323,kaosmprd,6cQWlD,Kaos MPR Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2324,mcdcrewds,8qTI8b,McDonald's DS Crew Development Program (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2325,ufc09ps3,DCLItd,UFC 2009 (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2326,ufc09ps3am,,UFC 2009  Automatch (PS3),6500,0,0,,
2327,ufc09ps3d,,UFC 2009  Demo (PS3),6500,0,0,,
2328,ufc09x360,Fuf44V,UFC 2009 (Xbox 360),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2329,ufc09x360am,,UFC 2009  Automatch (Xbox 360),6500,0,0,,
2330,ufc09x360d,,UFC 2009  Demo (Xbox 360),6500,0,0,,
2331,skateitds,eOpDft,Skate It (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2332,robolypsewii,qy0bIP,Robocalypse (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2333,puffinsds,ckiZ8C,Puffins: Island Adventures (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2334,koinudewii,GyW0xG,Koinu de Kururin Wii (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2335,lonposUSwii,AtQIeu,Lonpos (US) (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2336,wwkuzushiwii,8EzbpJ,SIMPLE THE Block Kuzushi (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2337,wwpuzzlewii,lWG4l1,Simple: The Number - Puzzle,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2338,snightxds,sJZwCL,Summon Night X (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2339,hotrodwii,L0kIVL,High Voltage Hod Rod Show (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2340,hotrodwiiam,,High Voltage Hod Rod Show  Automatch (WiiWare),6500,0,0,,
2341,spbobbleds,OFA2iI,Space Puzzle Bobble (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2342,bbarenaEUps3,w6gFKv,Supersonic Acrobatic Rocket-Powered BattleCars (PSN) (EU),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2343,bbarenaEUps3am,w6gFKv,Supersonic Acrobatic Rocket-Powered BattleCars  Automatch (PSN) (EU),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2344,bbarenaJPNps3,CwiTIz,Supersonic Acrobatic Rocket-Powered BattleCars (PSN) (JPN),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2345,bbarenaJPNps3am,CwiTIz,Supersonic Acrobatic Rocket-Powered BattleCars  Automatch (PSN) (JPN),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2346,girlssecEUds,nySkKx,Winx Club Secret Diary 2009 (EU) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2347,ffccechods,qO9rGZ,Final Fantasy Crystal Chronicles: Echos of Time (Wii/DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2348,unbballswii,lZTqHE,Unbelievaballs (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2349,hokutokenwii,dRn94f,Hokuto no Ken (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2350,monracersds,Uo295H,Monster Racers (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2351,tokyoparkwii,4Fx0VT,Tokyo Friend Park II Wii (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2352,derbydogwii,I8HL3T,Derby Dog (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2353,bbarenaEUps3d,w6gFKv,Supersonic Acrobatic Rocket-Powered BattleCars  Demo (PSN) (EU),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2354,bbarenaJPps3d,CwiTIz,Supersonic Acrobatic Rocket-Powered BattleCars  Demo (PSN) (JPN),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2355,ballarenaps3d,W8bW5s,Supersonic Acrobatic Rocket-Powered BattleCars: BattleBall Arena Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2356,fuelpc,UOXvsa,FUEL (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2357,fuelpcam,,FUEL  Automatch (PC),6500,0,0,,
2358,fuelpcd,UOXvsa,FUEL Demo (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2359,fuelps3,T8IuLe,FUEL (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2360,fuelps3am,,FUEL  Automatch (PS3),6500,0,0,,
2361,fuelps3d,T8IuLe,FUEL Demo (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2362,mleatingJPwii,4T0Tcg,Major League Eating: The Game (JPN) (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2363,mleatingJPwiiam,,Major League Eating: The Game  Automatch (JPN) (WiiWare),6500,0,0,,
2364,octoEUwii,vRdiaE,Octomania (EU) (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2365,sbkUSps3,q8Bupt,SBK '08 (US) (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2366,sbkUSps3am,,SBK '08  Automatch (US) (PS3),6500,0,0,,
2367,sbkUSps3d,,SBK '08  Demo (US) (PS3),6500,0,0,,
2368,sbkUSpc,6Q9XqQ,SBK '08 (US) (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2369,sbkUSpcam,,SBK '08  Automatch (US) (PC),6500,0,0,,
2370,sbkUSpcd,,SBK '08  Demo (US) (PC),6500,0,0,,
2371,medarotds,n8UPyi,MedaRot DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2372,idolmasterds,oIRn8T,The Idolmaster DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2373,ekorisu2ds,FzODdr,Ekorisu 2 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2374,redalert3pccd,uBZwpf,"Red Alert 3 (PC, CDKey)",6500,0,0,\\cCRC\\gamemode\\hostname\\iCRC\\joinable\\mID\\mapname\\maxRPlyr\\maxplayers\\mod\\modv\\name\\numObs\\numRPlyr\\numplayers\\obs\\pings\\pw\\rules\\teamAuto\\vCRC,\\0\\0\\0\\0\\1\\0\\0\\1\\1\\0\\0\\0\\1\\1\\1\\1\\0\\1\\0\\1\\0
2375,redalert3pccdam,,"Red Alert 3  Automatch (PC, CDKey)",6500,0,0,,
2376,bbladeds,7TUkXB,Bay Blade (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2377,takameijinwii,mgiHxl,Takahashi Meijin no Boukenshima (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2379,texasholdwii,PEsKhp,Texas Hold'em Tournament (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2380,legofwreps3,PyTirM,WWE Legends of Wrestlemania (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2381,legofwreps3am,,WWE Legends of Wrestlemania  Automatch (PS3),6500,0,0,,
2382,legofwrex360,VuPdJX,WWE Legends of Wrestlemania (Xbox 360),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2383,legofwrex360am,,Legends of Wrestlemania  Automatch (Xbox 360),6500,0,0,,
2384,warnbriads,mmOyeL,Warnbria no Maho Kagaku (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2385,tsurimasterds,BM8WEh,Mezase!! Tsuri Master DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2386,jikkyonextwii,6WH0CV,Jikkyo Powerful Pro Yakyu NEXT (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2387,mua2wii,QizM3A,Marvel Ultimate Alliance 2: Fusion (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2388,civrevasiaps3,xUfwlE,Civilization Revolution (Asia) (PS3),6500,0,0,\\climate\\country\\gamemode\\gametype\\gamevariant\\gamever\\hostname\\hostpid\\mapname\\mapsize\\maxplayers\\numplayers\\password\\ranked\\scenario\\skill\\turntime,\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0\\0\\0\\0
2391,pocketwrldds,7Lx2fU,My Pocket World (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2392,segaracingds,HQKW0J,Sega Superstars Racing (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2393,segaracingwii,4ue8Ke,Sega Superstars Racing (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2394,3dpicrossds,uhXkFl,3D Picross (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2395,mkvsdcEUps3,r7TauG,Mortal Kombat vs. DC Universe (EU) (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2396,mkvsdcEUps3am,,Mortal Kombat vs. DC Universe  Automatch (EU) (PS3),6500,0,0,,
2397,mkvsdcEUps3b,,Mortal Kombat vs. DC Universe  Beta (EU) (PS3),6500,0,0,,
2398,mkvsdcps3b,XqrAqV,Mortal Kombat vs. DC Universe Beta (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2399,mkvsdcps3bam,,Mortal Kombat vs. DC Universe Beta  Automatch (PS3),6500,0,0,,
2400,liightwii,VveRkG,Liight (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2401,mogumonwii,yKTavT,Tataite! Mogumon (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2402,weleplay09wii,Eamkm6,Winning Eleven PLAY MAKER 2009 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2403,mini4wdds,XMGZia,Mini 4WD DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2404,puzzshangwii,33NTu6,Puzzle Games Shanghai Wii (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2405,crystalw1wii,U9J7QC,Crystal - Defender W1 (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2406,crystalw2wii,AqCvfz,Crystal - Defender W2 (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2407,overturnwii,GLXJR8,Overturn (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2408,vtennisacewii,ptSNgI,Virtua Tennis: Ace (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2409,yugioh5dds,lwG6md,Yu-Gi-Oh 5Ds (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2410,im1pc,uRd8zg,Interstellar Marines (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2411,im1pcam,,Interstellar Marines  Automatch (PC),6500,0,0,,
2412,im1pcd,uRd8zg,Interstellar Marines Demo (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2413,civrevasips3d,xUfwlE,Civilization Revolution Demo (Asia) (PS3),6500,0,0,\\climate\\country\\gamemode\\gametype\\gamevariant\\gamever\\hostname\\hostpid\\mapname\\mapsize\\maxplayers\\numplayers\\password\\ranked\\scenario\\skill\\turntime,\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0\\0\\0\\0\\0
2414,civrevoasiads,QXhNdz,"Sid Meier's Civilization Revolution (DS, Asia)",6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2415,50ctsndlvps3,n5qRt7,50 Cent: Blood on the Sand - Low Violence (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2416,50ctsndlvps3am,,50 Cent: Blood on the Sand - Low Violence  Automatch (PS3),6500,0,0,,
2417,sawpc,ik9k6R,SAW (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2418,sawpcam,,SAW  Automatch (PC),6500,0,0,,
2419,sawpcd,,SAW  Demo (PC),6500,0,0,,
2420,sawps3,HtiBX3,SAW (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2421,sawps3am,,SAW  Automatch (PS3),6500,0,0,,
2422,sawps3d,,SAW  Demo (PS3),6500,0,0,,
2423,ssmahjongwii,r0AyOn,Simple Series: The Mah-Jong (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2424,carnivalkwii,iTuqoN,Carnival King (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2425,pubdartswii,nzFWQs,Pub Darts (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2426,biahhJPps3,oAEUPB,Brothers In Arms: Hell's Highway (PS3) (JPN),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2427,biahhJPps3am,,Brothers In Arms: Hell's Highway  Automatch (PS3) (JPN),6500,0,0,,
2428,biahhJPps3d,,Brothers In Arms: Hell's Highway  Demo (PS3) (JPN),6500,0,0,,
2429,codwawbeta,iqEFLl,Call of Duty: World at War Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2430,fallout3,iFYnef,Fallout 3,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2431,taprace,xJRENu,Tap Race (iPhone Sample),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2432,tapraceam,,Tap Race  Automatch (iPhone Sample),6500,0,0,,
2433,callofduty5,VycTat,Call of Duty 5,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2434,cnpanzers2cwb,uazO6l,Codename Panzers 2: Cold Wars BETA (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2435,cnpanzers2cwbam,,Codename Panzers 2: Cold Wars BETA  Automatch (PC),6500,0,0,,
2436,biahhPRps3,hWpJhQ,Brothers In Arms: Hell's Highway (PS3) (RUS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2437,biahhPRps3am,,Brothers In Arms: Hell's Highway  Automatch (PS3) (POL/RUS),6500,0,0,,
2438,biahhPRps3d,,Brothers In Arms: Hell's Highway  Demo (PS3) (RUS),6500,0,0,,
2439,biahhPCHpc,NFBVyk,Brothers In Arms: Hell's Highway (PC) (POL/CZE/HUNG),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2440,biahhPCHpcam,,Brothers In Arms: Hell's Highway  Automatch (PC) (POL/CZE/HUNG),6500,0,0,,
2441,biahhRUSpc,dhkWdE,Brothers In Arms: Hell's Highway (PC) (RUS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2442,biahhRUSpcam,,Brothers In Arms: Hell's Highway  Automatch (PC) (RUS),6500,0,0,,
2443,stormrisepc,6zyt4S,Stormrise (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2444,stormrisepcam,,Stormrise  Automatch (PC),6500,0,0,,
2445,stormrisepcd,,Stormrise  Demo (PC),6500,0,0,,
2446,stlprinKORds,fufc4q,Steal Princess (KOR) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2447,kaiwanowads,NelyD3,KAIWANOWA (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2448,mvsdk25ds,ko7R42,Mario vs Donkey Kong 2.5 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2449,stlprinEUds,7SnIvW,Steal Princess (EU) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2450,gh4metalwii,m8snqf,Guitar Hero 4: Metallica (Wii),6500,0,0,,
2451,psyintdevpc,u6vgFK,Psyonix Internal Development (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2452,psyintdevpcam,,Psyonix Internal Development  Automatch (PC),6500,0,0,,
2453,psyintdevpcd,,Psyonix Internal Development  Demo (PC),6500,0,0,,
2454,simsracingds,iRs4Ck,MySims Racing DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2455,airhockeywii,vhxMTl,World Air Hockey Challenge! (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2456,evaspacewii,m5yEnm,Evasive Space (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
